#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
467013	178104	172747	43199	38178	ZK792.6	VF36H2L.1	let-60	aph-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467014	181291	173143	46202	38540	F58A3.2	W02A11.2	egl-15	W02A11.2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467015	178104	173143	43199	38540	ZK792.6	W02A11.2	let-60	W02A11.2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467016	175909	178296	41127	43384	C05D11.4	W02A2.7	let-756	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.6364	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467017	181055	178296	45979	43384	C14F5.5	W02A2.7	sem-5	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.7778	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467018	174044	178296	39384	43384	C32D5.2	W02A2.7	sma-6	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467019	180982	178296	45907	43384	C54D1.6	W02A2.7	bar-1	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.0833	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467020	181291	178296	46202	43384	F58A3.2	W02A2.7	egl-15	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467021	178846	178296	43898	43384	T28F12.3	W02A2.7	sos-1	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467022	174462	178296	39787	43384	ZK1067.1	W02A2.7	let-23	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.2	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467023	178104	178296	43199	43384	ZK792.6	W02A2.7	let-60	mex-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467024	175909	179213	41127	44254	C05D11.4	W02D7.7	let-756	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.4	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467025	181055	179213	45979	44254	C14F5.5	W02D7.7	sem-5	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467026	176286	179213	41485	44254	F02A9.6	W02D7.7	glp-1	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.6	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467027	178846	179213	43898	44254	T28F12.3	W02D7.7	sos-1	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467028	174462	179213	39787	44254	ZK1067.1	W02D7.7	let-23	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467029	178104	179213	43199	44254	ZK792.6	W02D7.7	let-60	sel-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.2143	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467030	175909	175744	41127	40973	C05D11.4	W03A5.1	let-756	W03A5.1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467031	175909	174830	41127	40134	C05D11.4	W03C9.4	let-756	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9286	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467032	176065	174830	41273	40134	C07H6.6	W03C9.4	clk-2	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467033	176286	174830	41485	40134	F02A9.6	W03C9.4	glp-1	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.8571	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467034	181291	174830	46202	40134	F58A3.2	W03C9.4	egl-15	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467035	175410	174830	40655	40134	Y55D5A.5	W03C9.4	daf-2	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.1667	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467036	178104	174830	43199	40134	ZK792.6	W03C9.4	let-60	lin-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467037	175909	3565510	41127	532828	C05D11.4	W03F8.10	let-756	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.8571	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467038	181055	3565510	45979	532828	C14F5.5	W03F8.10	sem-5	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.4167	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467039	174044	3565510	39384	532828	C32D5.2	W03F8.10	sma-6	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467040	180982	3565510	45907	532828	C54D1.6	W03F8.10	bar-1	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.6667	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467041	178846	3565510	43898	532828	T28F12.3	W03F8.10	sos-1	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.1429	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467042	175410	3565510	40655	532828	Y55D5A.5	W03F8.10	daf-2	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.1429	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467043	174462	3565510	39787	532828	ZK1067.1	W03F8.10	let-23	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467044	178104	3565510	43199	532828	ZK792.6	W03F8.10	let-60	W03F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.3571	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467045	175909	179709	41127	44730	C05D11.4	W04D2.1	let-756	atn-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.25	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467046	174462	189253	39787	53901	ZK1067.1	W06F12.3	let-23	W06F12.3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467047	178104	189253	43199	53901	ZK792.6	W06F12.3	let-60	W06F12.3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467048	175909	171849	41127	37329	C05D11.4	W10C8.2	let-756	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467049	181055	171849	45979	37329	C14F5.5	W10C8.2	sem-5	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467050	180982	171849	45907	37329	C54D1.6	W10C8.2	bar-1	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467051	176286	171849	41485	37329	F02A9.6	W10C8.2	glp-1	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467052	181291	171849	46202	37329	F58A3.2	W10C8.2	egl-15	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.5625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467053	178846	171849	43898	37329	T28F12.3	W10C8.2	sos-1	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.4286	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467054	175410	171849	40655	37329	Y55D5A.5	W10C8.2	daf-2	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.5714	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467055	178104	171849	43199	37329	ZK792.6	W10C8.2	let-60	pop-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.1875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467056	175909	191021	41127	55576	C05D11.4	Y116F11B.9	let-756	Y116F11B.9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.4	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467057	176065	191021	41273	55576	C07H6.6	Y116F11B.9	clk-2	Y116F11B.9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467058	175909	173149	41127	38546	C05D11.4	Y18D10A.5	let-756	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.7	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467059	181055	173149	45979	38546	C14F5.5	Y18D10A.5	sem-5	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.5625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467060	174044	173149	39384	38546	C32D5.2	Y18D10A.5	sma-6	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467061	180982	173149	45907	38546	C54D1.6	Y18D10A.5	bar-1	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467062	176286	173149	41485	38546	F02A9.6	Y18D10A.5	glp-1	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467063	181291	173149	46202	38546	F58A3.2	Y18D10A.5	egl-15	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467064	178846	173149	43898	38546	T28F12.3	Y18D10A.5	sos-1	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.3	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467065	175410	173149	40655	38546	Y55D5A.5	Y18D10A.5	daf-2	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9444	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467066	178104	173149	43199	38546	ZK792.6	Y18D10A.5	let-60	gsk-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467067	176065	175737	41273	40967	C07H6.6	Y32H12A.3	clk-2	dhs-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467068	180982	175738	45907	40968	C54D1.6	Y32H12A.4	bar-1	Y32H12A.4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467069	175909	189590	41127	54226	C05D11.4	Y34D9A.10	let-756	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.3333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467070	176065	189590	41273	54226	C07H6.6	Y34D9A.10	clk-2	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467071	174044	189590	39384	54226	C32D5.2	Y34D9A.10	sma-6	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467072	180982	189590	45907	54226	C54D1.6	Y34D9A.10	bar-1	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467073	175410	189590	40655	54226	Y55D5A.5	Y34D9A.10	daf-2	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.3889	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467074	178104	189590	43199	54226	ZK792.6	Y34D9A.10	let-60	vps-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.05	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467075	174462	177140	39787	42279	ZK1067.1	Y37E11AR.6	let-23	vab-2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467076	178846	189700	43898	54332	T28F12.3	Y38H6C.20	sos-1	Y38H6C.20	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
467077	175909	3565921	41127	533239	C05D11.4	Y39H10A.7	let-756	chk-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.4722	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
